"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HJM89LPQ","journalArticle","1994","Rothwell, R.","Towards the fifth‐generation innovation process","International Marketing Review","","02651335","https://doi.org/10.1108/02651339410057491","https://www.emerald.com/insight/publication/issn/0265-1335/vol/11/iss/1","The growing complexity and pace of industrial technological change are forcing firms to forge new alliances and to seek flexibility and efficiency in responding to market changes. This adaptation process is leading some companies towards greater and more strategically directed integration and networking with external agencies, and to the adoption of a sophisticated electronic toolkit in their design and development activities to enhance developmental flexibility, speed and efficiency. In the language of this article, these leading edge innovators are beginning to take on elements of the fifth-generation innovation process, which is described in detail.","1994","2024-06-10 17:23:00","2024-06-10T17:23:00Z","","7-31","","1","11","","","","","","","","","","en","All rights reserved","","","","","","","","","","Evolución tecnológica; Gestión de la innovación; Gestión de tecnología; I + D; Innovación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEYQTGDT","presentation","2024","Hernández, F. D.","Mejores prácticas para la innovación","","","","","https://whimsical.com/mejores-practicas-para-la-innovacion-5WAkU5VFm9esuJ84rE1E7Z","Mapa mental que propone una serie de ""mejores prácticas"" para llevar a cabo un proceso de innovación. Se construyó considerando los veinticuatro factores que Roy Rothwell ha identificado como cruciales para incrementar la eficiencia del proceso innovador, en su artículo seminal ""Towards the fifth‐generation innovation process"" (1994). A las tareas derivadas de éstos, se han agregado otras relacionadas con los campos comercial y legal.","2024","2024-06-10 17:19:36","2024-06-10T17:19:36Z","","","","","","","","","","","","","","Ciudad de México, México","es","Creative Commons Attribution-ShareAlike 4.0 International","Mapa mental","","","","","Licencia: https://creativecommons.org/licenses/by-sa/4.0/","","","","Gestión de la innovación; Gestión de proyectos; I + D; Innovación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6VB5BTT","book","1974","Twiss, B. C.","Managing technological innovation","","0-582-45040-3","","","https://www.abebooks.com/9780582450400/Managing-Technological-Innovation-Brian-Twiss-0582450403/plp","","1974","2024-06-10 17:18:35","2024-06-10T17:18:35Z","","","237","","","","","","","","","","Longman","Great Britain","en","All rights reserved","","","","","","https://lccn.loc.gov/73086117","","","","Análisis costo-beneficio; Estrategia; Gerencia; Gestión de empresas; Gestión de la innovación; Gestión de proyectos; Gestión de tecnología; I + D; Innovación","","","","","","","","","","","","","","","","","","","","","1st.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMDI6JLJ","book","2000","Von Krogh, G.; Ichijo, K.; Nonaka, I.","Enabling knowledge creation. How to unlock the mystery of tacit knowledge and release the power of innovation","","0-19-512616-5","","","https://global.oup.com/academic/product/enabling-knowledge-creation-9780195126167","Weaving together lessons from such international leaders as Siemens, Unilever, Skandia, and Sony, along with their own first-hand consulting experiences, the authors introduce knowledge enabling, the overall set of organizational activities that promote knowledge creation- and demonstrate its power to transform an organization's knowledge into value-creating actions. They describe the five key ""knowledge enablers"" (instill a knowledge vision, manage conversations, mobilize knowledge activists, create the right context, and globalize local knowledge), and outline what it takes to promote its emergence. The authors stress that knowledge creation must be more than the exclusive purview of one individual or designated ""knowledge"" officer. Indeed, it demands new roles and responsibilities for everyone in the organization, from the elite in the executive suite to the frontline workers on the shop floor. Whether an activist, a caring expert, or a corporate epistemologist who focuses on the theory of knowledge itself, everyone in an organization has a vital role to play in making ""care"" an integral part of the everyday experience; in supporting, nurturing, and encouraging microcommunities of innovation and fun; and in creating a shared space where knowledge is created, exchanged, and used for sustained, competitive advantage.","2000","2024-06-10 17:17:31","2024-06-10T17:17:31Z","","","292","","","","","Enabling knowledge creation","","","","","Oxford University Press","United States of America","en","All rights reserved","","","","","","https://lccn.loc.gov/00020291","","","","Activos de conocimiento; Activos tecnológicos; Aprendizaje organizacional; Gatekeeper; Gestión de la innovación; Gestión del conocimiento; I + D; Información tecnológica; Innovación","","","","","","","","","","","","","","","","","","","","","1st.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9P3BAX7X","book","1998","Boisot, M. H.","Knowledge assets. Securing competitive advantage in the Information Economy","","0-19-829086-1","","","https://global.oup.com/academic/product/knowledge-assets-9780198290865","The effective management of knowledge assets is a key requirement for securing competitive advantage in the information economy. Yet the physical and institutional differences between tangible assets and knowledge assets remains poorly understood. If we are to meet the challenges of the information economy, then we need a new approach to property rights based on a deeper theoretical understanding of knowledge assets. This study provides some of the key building blocks needed for a theory of knowledge assets. Through it, the author develops a powerful conceptual framework (the Information-Space or I-Space) for exploring the way knowledge flows within and between organizations. This framework will enable professionals to explore and understand how knowledge and information assets differ from physical assets, and how to deal with them at a strategic level within their organizations.","1998","2024-06-10 04:00:52","2024-06-10T04:00:52Z","","","284","","","","","Knowledge assets","","","","","Oxford University Press","United States of America","en","All rights reserved","","","","","","https://lccn.loc.gov/97042642","","","","Activos de conocimiento; Activos tecnológicos; Aprendizaje organizacional; Capacidad tecnológica; Economía de la información; Gestión del conocimiento","","","","","","","","","","","","","","","","","","","","","1st.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DI2Y5NX","journalArticle","2000","Hernández, F. D.; Ciceri, H. N.","Modelo para evaluar el costo de un programa de asimilación de tecnología","Revista del Instituto Mexicano de Ingenieros Químicos A. C.","","0188-7319","","","En la actualidad, la competitividad de las empresas se basa cada vez más en la capacidad tecnológica que logran desarrollar.  Sin embargo, este desarrollo no es algo casual o aleatorio, pues depende del establecimiento de una serie de mecanismos que les permitan conocer, manejar y mejorar el acervo tecnológico que tienen. El hecho de que la asimilación de tecnología implique la estructuración de actividades y procedimientos orientados a profundizar de manera sistemática en el conocimiento de la tecnología, obliga a los industriales a considerarla como una actividad idónea y estratégica para lograr la conformación de dicha capacidad. No obstante, en la literatura especializada es poco frecuente encontrar documentos que orienten a los tomadores de decisiones, en lo concerniente al costo de implementar un programa de asimilación. Por ello, en el presente ensayo se ha buscado estimar de manera aproximada los costos que implica el proceso de asimilar, determinando las actividades que la componen, y dando ciertas pautas sobre los requerimientos humanos e informativos necesarios para llevarla a cabo. Asimismo, se hace un esfuerzo por introducir un modelo cuantitativo que refleje los costos de la asimilación, y se dan algunas sugerencias sobre su utilización como herramienta que oriente la toma de decisiones.  Este modelo debe ser entendido como un primer paso para que el tomador de decisiones pueda construir indicadores de costo-beneficio de la asimilación. El trabajo hace un aporte al desarrollar un instrumento que permite establecer una medida de los costos de un programa de asimilación de tecnología.","2000","2024-06-10 03:30:22","2024-06-10T03:30:22Z","","13-21","","1-2","XLI","","Revista del IMIQ","","","","","","","","es","Todos los derechos reservados","","","","","","","","","","Análisis costo-beneficio; Asimilación tecnológica; Capacidad tecnológica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KHNA7AG","book","1984","Allen, T. J.","Managing the flow of technology: Technology transfer and the dissemination of technological information within the R & D organization","","978-0-262-51027-1","","","https://mitpress.mit.edu/9780262510271/managing-the-flow-of-technology/","The original edition of this book summarized more than a decade of work on communications flow in science and engineering organizations, showing how human and organizational systems could be restructured to bring about improved productivity and better person-to-person contact. While many studies have been done since then, few of them invalidate the general conclusions and recommendations the author offers. In a new preface he points out - new developments, noting areas that need some modification, elaboration, or extension, and directing readers to the appropriate journal articles where the findings, are reported. The first three chapters provide an overview of the communication system in technology, present the writer’s research methods, and describe differences in the career paths and goals of engineers and scientists that cause special problems for organizations. The book then discusses how technological information is acquired by the R & D organization, shows how critical technical communication within the laboratory is for R & D performance, and originates the idea of the ""gatekeeper,"" the person who links his or her organization to the world at large. Concluding chapters take up the influence of formal and informal organization and of architecture and office layouts on communication. Many of these ideas have been successfully incorporated by architects and managers in the design of new R & D facilities and complexes.","1984","2024-06-10 03:29:36","2024-06-10T03:29:36Z","","","320","","","","","Managing the flow of technology","","","","","The MIT Press","Cambridge, Massachusetts, United States of America","en","All rights reserved","","","","","","https://lccn.loc.gov/76057670","","","","Gatekeeper; I + D; Información tecnológica; Transferencia de tecnología","","","","","","","","","","","","","","","","","","","","","Not specified","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRNDNR43","journalArticle","2023","Munguía, L.; Robles-Belmont, E.; Escalante, J. C.","The management of scientific and technological infrastructures: The case of the Mexican National Laboratories","Quantitative Science Studies","","2641-3337","https://doi.org/10.1162/qss_a_00230","https://direct.mit.edu/qss/issue/4/1","This paper reviews the management practices of several Mexican National Laboratories, in order to find how they ensure the performance of their activities and the fulfillment of their objectives. To do this, the authors use a framework that identifies four evaluation elements: laboratory experience, networking, work team expertise, and leadership. Questionnaires and interviews were applied and analyzed using the confirmatory factor analysis (CFA), multiple correspondence analysis (MCA), and social network analysis (SNA) methodologies.","2023","2024-06-10 03:29:30","2024-06-10T03:29:30Z","","246-261","","1","4","","","","","","","","","","en","Creative Commons Attribution 4.0 International","","","","","","Licencia: https://creativecommons.org/licenses/by/4.0/","","","","I + D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLBJEV85","book","1986","Drucker, P. F.","Innovation and entrepreneurship","","978-0-06-085113-2","","","https://www.harpercollins.com/products/innovation-and-entrepreneurship-peter-f-drucker","","1986","2024-06-10 03:19:34","2024-06-10T03:19:34Z","","","278","","","","","","","","","","Harper","United States of America","en","All rights reserved","","","","","","https://lccn.loc.gov/84048593","","","","Emprendimiento; Estrategia; Gerencia; Gestión de empresas; Innovación","","","","","","","","","","","","","","","","","","","","","1st.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59WNDTAL","book","2008","Pérez-Montoro, M.","Gestión del conocimiento en las organizaciones. Fundamentos, metodología y praxis","","978-84-9704-376-2","","","https://trea.es/producto/gestion-del-conocimiento-en-las-organizaciones/","Desde el comienzo de la década de los noventa, asistimos a la emergencia y consolidación de una nueva disciplina centrada en el ámbito de las organizaciones: la gestión del conocimiento. Esta disciplina se encarga de diseñar estrategias para aprovechar de forma sistemática el conocimiento involucrado en una organización. El objetivo principal que persigue es que todo el conocimiento que reside en una organización pueda ser utilizado por quien lo necesite para actuar de manera adecuada en cada momento. La aplicación de la gestión del conocimiento al contexto de las empresas hace que estas mejoren su funcionamiento interno y consigan un valor añadido que las distinga frente a sus competidoras y que, de esta manera, les permita garantizar su supervivencia en el actual escenario económico, caracterizado por una dura competitividad. En esta obra se aborda, desde sus vertientes conceptual, metodológica y pragmática, esta poliédrica disciplina. Por un lado, se ofrece una panorámica de los principales conceptos y los elementos estratégicos involucrados en la gestión del conocimiento y en el movimiento del capital intelectual. Por otro, tras describir el comportamiento del conocimiento en los entornos organizacionales, se presenta una guía metodológica que pretende servir de ayuda para poder implantar, teniendo en cuenta la naturaleza peculiar de cada contexto, un programa de gestión del conocimiento en el seno de una organización. Por último, se abordan las principales claves de la praxis de esta nueva disciplina a través del tratamiento pormenorizado de algunos proyectos de gestión del conocimiento.","2008","2024-06-10 03:17:47","2024-06-10T03:17:47Z","","","260","","","","","Gestión del conocimiento en las organizaciones","Ciencias y técnicas de la cultura","","","","Ediciones Trea","España","es","Todos los derechos reservados","","","","","","","","","","Activos de conocimiento; Aprendizaje organizacional; Gestión del conocimiento; Información tecnológica","","","","","","","","","","","","","","","","","","","","","1a.","","","","","","","","","","","","","","","","","","","","","","","","","",""
